"","Player","Start","End","Matches","Innings","NotOuts","Runs","HighScore","HighScoreNotOut","Average","BallsFaced","StrikeRate","Hundreds","Fifties","Ducks"
"1142","RJ Bailey ",1985,1990,4,4,2,137,43,TRUE,68.5,196,69.8979591836735,0,0,0
"1143","RM Hogg ",1979,1985,71,35,20,137,22,FALSE,9.13333333333333,217,63.1336405529954,0,0,2
"1144","APB Tennekoon ",1975,1979,4,4,0,137,59,FALSE,34.25,207,66.1835748792271,0,1,1
"1145","ST Finn ",2011,2017,69,30,13,136,35,FALSE,8,223,60.9865470852018,0,0,7
"1146","G Miller ",1977,1984,25,18,2,136,46,FALSE,8.5,265,51.3207547169811,0,0,3
"1147","LG Rowe ",1975,1980,11,8,0,136,60,FALSE,17,244,55.7377049180328,0,1,0
"1148","KD Shah ",2014,2018,10,10,1,136,34,TRUE,15.1111111111111,238,57.1428571428571,0,0,2
"1149","R Vijay Bharadwaj ",1999,2002,10,9,4,136,41,TRUE,27.2,194,70.1030927835051,0,0,1
"1150","SRD Wettimuny ",1975,1979,3,3,1,136,67,FALSE,68,242,56.198347107438,0,2,0
"1151","D Pretorius ",2016,2019,22,10,1,135,50,FALSE,15,145,93.1034482758621,0,1,1
"1152","PA Browne ",2008,2008,5,5,1,134,49,TRUE,33.5,179,74.8603351955307,0,0,0
"1153","TS Chisoro ",2015,2018,18,15,6,134,42,TRUE,14.8888888888889,218,61.4678899082569,0,0,2
"1154","Krishna Chandran ",2014,2016,12,10,2,134,43,FALSE,16.75,274,48.9051094890511,0,0,3
"1155","Shafiul Islam ",2010,2020,60,34,12,134,24,TRUE,6.09090909090909,240,55.8333333333333,0,0,9
"1156","Arshad Khan ",1993,2006,58,29,18,133,20,FALSE,12.0909090909091,217,61.2903225806452,0,0,5
"1157","MD Bell ",1998,2001,7,7,0,133,66,FALSE,19,268,49.6268656716418,0,1,0
"1158","RJ Sidebottom ",2001,2010,25,18,8,133,24,FALSE,13.3,194,68.5567010309278,0,0,2
"1159","RK Chauhan ",1993,1997,35,18,5,132,32,FALSE,10.1538461538462,171,77.1929824561403,0,0,4
"1160","D Keulder ",2003,2003,6,6,0,132,52,FALSE,22,220,60,0,1,1
"1161","Bazid Khan ",2004,2008,5,5,0,131,66,FALSE,26.2,232,56.4655172413793,0,2,1
"1162","MSK Prasad ",1998,1999,17,11,2,131,63,FALSE,14.5555555555556,225,58.2222222222222,0,1,2
"1163","Aarif Sheikh ",2018,2020,10,9,1,130,29,FALSE,16.25,247,52.6315789473684,0,0,1
"1164","K Gore ",2019,2020,10,10,2,130,31,FALSE,16.25,217,59.9078341013825,0,0,0
"1165","Sajid Ali ",1984,1997,13,12,0,130,28,FALSE,10.8333333333333,293,44.3686006825939,0,0,0
"1166","RW Taylor ",1973,1984,27,17,7,130,26,TRUE,13,312,41.6666666666667,0,0,2
"1167","RJ Trott ",2007,2009,11,10,4,130,48,TRUE,21.6666666666667,249,52.2088353413655,0,0,1
"1168","TJ Zoehrer ",1986,1994,22,15,3,130,50,FALSE,10.8333333333333,183,71.0382513661202,0,1,2
"1169","W Madhevere ",2020,2020,3,3,0,129,52,FALSE,43,143,90.2097902097902,0,1,0
"1170","KTGD Prasad ",2006,2015,24,12,6,129,31,TRUE,21.5,146,88.3561643835616,0,0,1
"1171","BOP Fernando ",2019,2019,6,6,0,128,49,FALSE,21.3333333333333,203,63.0541871921182,0,0,1
"1172","FC Hayes ",1973,1975,6,6,1,128,52,FALSE,25.6,235,54.468085106383,0,1,0
"1173","DT Hondo ",2001,2005,56,29,12,127,17,FALSE,7.47058823529412,249,51.004016064257,0,0,4
"1174","TE Jesty ",1983,1983,10,10,4,127,52,TRUE,21.1666666666667,182,69.7802197802198,0,1,2
"1175","A Nel ",2001,2008,79,22,12,127,30,TRUE,12.7,166,76.5060240963855,0,0,2
"1176","Yasir Shah ",2011,2019,25,13,6,127,32,TRUE,18.1428571428571,149,85.2348993288591,0,0,2
"1177","Dhiman Ghosh ",2008,2008,14,12,3,126,30,FALSE,14,201,62.6865671641791,0,0,3
"1178","M Kartik ",2002,2007,37,14,5,126,32,TRUE,14,178,70.7865168539326,0,0,1
"1179","TRO Payne ",1984,1987,7,4,0,126,60,FALSE,31.5,240,52.5,0,1,0
"1180","CP Senanayake ",1990,1991,7,7,0,126,27,FALSE,18,211,59.7156398104265,0,0,1
"1181","PA Jaques ",2006,2007,6,6,0,125,94,FALSE,20.8333333333333,176,71.0227272727273,0,1,1
"1182","MC Sorensen ",2013,2016,13,8,2,125,31,FALSE,20.8333333333333,155,80.6451612903226,0,0,0
"1183","AIC Dodemaide ",1988,1993,24,16,7,124,30,FALSE,13.7777777777778,159,77.9874213836478,0,0,1
"1184","A Maregwede ",2003,2005,11,11,1,124,37,FALSE,12.4,218,56.8807339449541,0,0,1
"1185","JA Samarasekera ",1994,1996,7,6,2,124,47,TRUE,31,215,57.6744186046512,0,0,0
"1186","M van Jaarsveld ",2002,2004,11,7,1,124,45,FALSE,20.6666666666667,169,73.3727810650888,0,0,1
"1187","LR Williams ",1996,2001,15,13,2,124,41,FALSE,11.2727272727273,186,66.6666666666667,0,0,2
"1188","Ziaur Rahman ",2013,2014,13,11,0,124,41,FALSE,11.2727272727273,110,112.727272727273,0,0,3
"1189","CD de Lange ",2016,2017,13,10,4,123,26,TRUE,20.5,200,61.5,0,0,0
"1190","BM Duckett ",2016,2016,3,3,0,123,63,FALSE,41,152,80.9210526315789,0,2,1
"1191","GA Paterson ",1983,1987,10,10,0,123,27,FALSE,12.3,327,37.6146788990826,0,0,1
"1192","J Arun Lal ",1982,1989,13,13,0,122,51,FALSE,9.38461538461539,232,52.5862068965517,0,1,4
"1193","RL Bhudia ",2008,2009,5,5,0,122,47,FALSE,24.4,124,98.3870967741936,0,0,0
"1194","CRM Douglas ",2008,2008,2,2,0,122,69,FALSE,61,218,55.9633027522936,0,2,0
"1195","BA Parchment ",2007,2008,7,7,0,122,48,FALSE,17.4285714285714,217,56.221198156682,0,0,0
"1196","SK Gupta ",1996,2001,10,10,1,121,41,FALSE,13.4444444444444,220,55,0,0,3
"1197","AS Joseph ",2016,2020,28,13,7,121,29,TRUE,20.1666666666667,157,77.0700636942675,0,0,2
"1198","GJAF Aponso ",1996,1996,5,4,0,120,58,FALSE,30,247,48.582995951417,0,1,0
"1199","L Balaji ",2002,2009,30,16,6,120,21,TRUE,12,152,78.9473684210526,0,0,2
"1200","Shahid Mahboob ",1982,1984,10,6,1,119,77,FALSE,23.8,194,61.340206185567,0,1,1
"1201","EJ Chatfield ",1979,1989,114,48,37,118,19,TRUE,10.7272727272727,346,34.1040462427746,0,0,6
"1202","Kuldeep Yadav ",2017,2020,60,21,12,118,19,FALSE,13.1111111111111,188,62.7659574468085,0,0,1
"1203","DBL Powell ",2002,2009,55,25,3,118,48,TRUE,5.36363636363636,164,71.9512195121951,0,0,8
"1204","JN Snape ",2001,2002,10,7,3,118,38,FALSE,29.5,173,68.2080924855491,0,0,0
"1205","V Yadav ",1992,1994,19,12,2,118,34,TRUE,11.8,116,101.724137931034,0,0,2
"1206","DH Brain ",1992,1995,23,18,4,117,27,FALSE,8.35714285714286,171,68.4210526315789,0,0,2
"1207","NB Mahwire ",2004,2006,23,19,8,117,22,TRUE,10.6363636363636,249,46.9879518072289,0,0,2
"1208","FL Reifer ",1997,2009,8,8,0,117,40,FALSE,14.625,229,51.0917030567686,0,0,0
"1209","A Zampa ",2016,2020,55,24,7,117,22,FALSE,6.88235294117647,179,65.3631284916201,0,0,3
"1210","Arshad Ayub ",1987,1990,32,17,7,116,31,TRUE,11.6,162,71.6049382716049,0,0,1
"1211","Azam Khan ",1996,1998,6,5,0,116,72,FALSE,23.2,177,65.5367231638418,0,1,0
"1212","PH Edmonds ",1977,1987,29,18,7,116,20,FALSE,10.5454545454545,232,50,0,0,3
"1213","Hamza Tariq ",2011,2014,7,7,0,116,71,FALSE,16.5714285714286,157,73.8853503184713,0,1,2
"1214","Tauseef Ahmed ",1982,1990,70,25,14,116,27,TRUE,10.5454545454545,216,53.7037037037037,0,0,3
"1215","GK Khoda ",1998,1998,2,2,0,115,89,FALSE,57.5,185,62.1621621621622,0,1,0
"1216","GD McGrath ",1993,2007,250,68,38,115,11,FALSE,3.83333333333333,236,48.728813559322,0,0,14
"1217","MA Carberry ",2013,2014,6,6,0,114,63,FALSE,19,180,63.3333333333333,0,1,0
"1218","C Carter ",2015,2018,11,9,0,114,43,FALSE,12.6666666666667,186,61.2903225806452,0,0,0
"1219","GR Dilley ",1979,1988,36,18,8,114,31,TRUE,11.4,133,85.7142857142857,0,0,2
"1220","FM Engineer ",1974,1975,5,4,1,114,54,TRUE,38,195,58.4615384615385,0,1,0
"1221","KD Ghavri ",1975,1981,19,16,6,114,20,FALSE,11.4,194,58.7628865979381,0,0,1
"1222","MO Jones ",2006,2007,12,12,2,113,27,FALSE,11.3,149,75.8389261744966,0,0,1
"1223","DL Maddy ",1998,2000,8,6,0,113,53,FALSE,18.8333333333333,206,54.8543689320388,0,1,1
"1224","Naved Anjum ",1984,1992,13,12,3,113,30,FALSE,12.5555555555556,154,73.3766233766234,0,0,1
"1225","MJ Cosgrove ",2006,2006,3,3,0,112,74,FALSE,37.3333333333333,116,96.551724137931,0,1,0
"1226","Haseeb Amjad ",2014,2016,7,6,1,112,42,FALSE,22.4,85,131.764705882353,0,0,1
"1227","DP Hyatt ",2011,2011,9,9,1,112,39,FALSE,14,188,59.5744680851064,0,0,1
"1228","Hasan Jamil ",1977,1978,6,5,0,111,28,FALSE,22.2,120,92.5,0,0,0
"1229","RDM Leverock ",2006,2009,32,19,9,111,20,TRUE,11.1,382,29.0575916230367,0,0,1
"1230","Shan Masood ",2019,2019,5,5,0,111,50,FALSE,22.2,145,76.551724137931,0,1,1
"1231","RD Brown ",1983,1987,7,7,0,110,38,FALSE,15.7142857142857,334,32.9341317365269,0,0,0
"1232","Rashid Khan ",1980,1985,29,15,7,110,17,FALSE,13.75,173,63.5838150289017,0,0,0
"1233","MG Burmester ",1992,1995,8,7,1,109,39,FALSE,18.1666666666667,207,52.6570048309179,0,0,0
"1234","CL Smith ",1984,1984,4,4,0,109,70,FALSE,27.25,240,45.4166666666667,0,1,0
"1235","MJ McClenaghan ",2013,2016,48,14,10,108,34,TRUE,27,138,78.2608695652174,0,0,0
"1236","SS McKechnie ",2017,2018,8,8,1,108,29,FALSE,15.4285714285714,193,55.9585492227979,0,0,2
"1237","R Murray ",2018,2018,5,5,1,108,47,FALSE,27,178,60.6741573033708,0,0,0
"1238","Hamid Hassan ",2009,2019,38,22,6,107,17,FALSE,6.6875,195,54.8717948717949,0,0,4
"1239","SJ Rhodes ",1989,1995,9,8,2,107,56,FALSE,17.8333333333333,150,71.3333333333333,0,1,0
"1240","G Cook ",1981,1983,6,6,0,106,32,FALSE,17.6666666666667,261,40.6130268199234,0,0,0
"1241","CR Foggo ",2008,2008,4,4,0,106,60,FALSE,26.5,174,60.9195402298851,0,1,0
"1242","KO Meth ",2006,2012,11,8,0,106,53,FALSE,13.25,183,57.9234972677596,0,1,2
"1243","Faruk Ahmed ",1988,1999,7,7,0,105,57,FALSE,15,273,38.4615384615385,0,1,1
"1244","RK Kleinveldt ",2013,2013,10,7,0,105,43,FALSE,15,124,84.6774193548387,0,0,1
"1245","TJ Laughlin ",1978,1979,6,5,1,105,74,FALSE,26.25,160,65.625,0,1,0
"1246","PM Toohey ",1978,1979,5,4,2,105,54,TRUE,52.5,133,78.9473684210526,0,1,0
"1247","CD Collymore ",1999,2007,84,35,17,104,13,TRUE,5.77777777777778,261,39.8467432950192,0,0,8
"1248","D Elgar ",2012,2018,8,7,1,104,42,FALSE,17.3333333333333,177,58.7570621468927,0,0,0
"1249","BP Nash ",2008,2009,9,7,3,104,39,TRUE,26,141,73.7588652482269,0,0,0
"1250","RP Singh ",2005,2011,58,20,10,104,23,FALSE,10.4,242,42.9752066115703,0,0,3
"1251","MW Priest ",1990,1998,18,14,4,103,24,FALSE,10.3,225,45.7777777777778,0,0,2
"1252","G Toka ",2019,2019,7,6,0,103,29,FALSE,17.1666666666667,190,54.2105263157895,0,0,0
"1253","JW Wilson ",1993,2005,6,6,1,103,44,TRUE,20.6,112,91.9642857142857,0,0,1
"1254","Ehsan Khan ",2016,2018,15,12,3,102,27,TRUE,11.3333333333333,228,44.7368421052632,0,0,2
"1255","Waqas Barkat ",2014,2018,10,10,2,102,27,FALSE,12.75,184,55.4347826086957,0,0,3
"1256","D Wiese ",2015,2016,6,6,1,102,41,TRUE,20.4,115,88.695652173913,0,0,0
"1257","Arshad Laeeq ",1994,1996,6,6,1,101,43,TRUE,20.2,215,46.9767441860465,0,0,1
"1258","XJ Doherty ",2010,2015,60,23,16,101,15,TRUE,14.4285714285714,184,54.8913043478261,0,0,2
"1259","ERNS Fernando ",1983,1983,7,5,0,101,36,FALSE,20.2,216,46.7592592592593,0,0,2
"1260","RO Hinds ",2001,2004,14,9,3,101,18,TRUE,16.8333333333333,170,59.4117647058824,0,0,0
"1261","WR James ",1992,1996,11,8,1,101,29,FALSE,14.4285714285714,255,39.6078431372549,0,0,1
"1262","TA Lloyd ",1984,1984,3,3,0,101,49,FALSE,33.6666666666667,228,44.2982456140351,0,0,0
"1263","Tabarak Dar ",2004,2008,4,4,0,101,36,FALSE,25.25,175,57.7142857142857,0,0,0
"1264","GB Troup ",1976,1985,22,12,8,101,39,FALSE,25.25,140,72.1428571428571,0,0,0
"1265","K Verreynne ",2020,2020,3,3,0,101,50,FALSE,33.6666666666667,120,84.1666666666667,0,1,0
"1266","S Amarnath ",1978,1978,3,3,0,100,62,FALSE,33.3333333333333,119,84.0336134453782,0,1,0
"1267","S Elworthy ",1998,2002,39,16,8,100,23,FALSE,12.5,160,62.5,0,0,3
"1268","AC Evans ",2009,2019,36,18,8,100,28,FALSE,10,157,63.6942675159236,0,0,2
"1269","MG Hughes ",1988,1993,33,17,8,100,20,FALSE,11.1111111111111,134,74.6268656716418,0,0,3
"1270","WB Rankin ",2007,2020,75,34,21,100,18,TRUE,7.69230769230769,239,41.8410041841004,0,0,4
"1271","Shahzaib Hasan ",2010,2010,3,3,0,100,50,FALSE,33.3333333333333,113,88.4955752212389,0,1,0
"1272","NMK Smith ",1996,1996,7,6,1,100,31,FALSE,20,132,75.7575757575758,0,0,0
"1273","LV Garrick ",2001,2001,3,3,0,99,76,FALSE,33,204,48.5294117647059,0,1,0
"1274","AFG Griffith ",1996,2000,9,8,1,99,47,FALSE,14.1428571428571,177,55.9322033898305,0,0,0
"1275","Irfan Ahmed ",2008,2014,6,6,0,99,37,FALSE,16.5,125,79.2,0,0,1
"1276","BC Rose ",1977,1977,2,2,0,99,54,FALSE,49.5,210,47.1428571428571,0,1,0
"1277","Saad Nasim ",2015,2015,3,3,1,99,77,TRUE,49.5,124,79.8387096774193,0,1,1
"1278","HR Walsh ",2019,2020,10,5,2,99,46,TRUE,33,115,86.0869565217391,0,0,0
"1279","DCC Borden ",2006,2008,12,11,4,98,24,FALSE,14,195,50.2564102564103,0,0,2
"1280","GJ Crocker ",1992,1993,6,5,1,98,50,FALSE,24.5,105,93.3333333333333,0,1,0
"1281","EJ Gray ",1984,1988,10,7,1,98,38,FALSE,16.3333333333333,230,42.6086956521739,0,0,0
"1282","LR Johnson ",2008,2015,6,6,0,98,51,FALSE,16.3333333333333,175,56,0,1,1
"1283","I Maraj ",2003,2003,6,6,1,98,53,TRUE,19.6,264,37.1212121212121,0,1,2
"1284","Mohammad Ishaq ",1994,1996,5,5,1,98,51,TRUE,24.5,130,75.3846153846154,0,1,0
"1285","GC Small ",1987,1992,53,24,9,98,18,TRUE,6.53333333333333,188,52.1276595744681,0,0,6
"1286","Sohrawordi Shuvo ",2010,2011,17,10,3,98,20,TRUE,14,135,72.5925925925926,0,0,0
"1287","GM Ewing ",2004,2005,7,7,0,97,46,FALSE,13.8571428571429,137,70.8029197080292,0,0,2
"1288","AL Kandappah ",2007,2007,2,2,1,97,69,TRUE,97,156,62.1794871794872,0,1,0
"1289","RB Kerr ",1985,1985,4,4,1,97,87,TRUE,32.3333333333333,159,61.0062893081761,0,1,0
"1290","BA King ",2019,2020,4,4,0,97,39,FALSE,24.25,144,67.3611111111111,0,0,1
"1291","Manzoor Akhtar ",1997,1998,7,4,0,97,44,FALSE,24.25,147,65.9863945578231,0,0,0
"1292","Azhar Hossain ",1988,1990,7,7,0,96,54,FALSE,13.7142857142857,266,36.0902255639098,0,1,0
"1293","MP Bicknell ",1990,1991,7,6,2,96,31,TRUE,24,104,92.3076923076923,0,0,0
"1294","RE van der Merwe ",2009,2019,15,8,3,96,57,FALSE,19.2,95,101.052631578947,0,1,1
"1295","Aamer Yamin ",2015,2018,4,3,2,95,62,FALSE,95,96,98.9583333333333,0,1,0
"1296","D Daesrath ",2012,2013,4,3,0,95,40,FALSE,31.6666666666667,137,69.3430656934307,0,0,0
"1297","AA Donald ",1991,2003,164,40,18,95,13,FALSE,4.31818181818182,279,34.0501792114695,0,0,12
"1298","Mohammad Tauqir ",2004,2015,11,9,2,95,55,FALSE,13.5714285714286,164,57.9268292682927,0,1,0
"1299","HK Olonga ",1995,2003,50,27,14,95,31,FALSE,7.30769230769231,163,58.2822085889571,0,0,6
"1300","JS Patel ",2005,2017,43,15,8,95,34,FALSE,13.5714285714286,162,58.641975308642,0,0,1
"1301","KL Tucker ",2006,2007,12,12,2,95,34,FALSE,9.5,246,38.6178861788618,0,0,1
"1302","PC de Silva ",2014,2017,7,7,1,94,44,FALSE,15.6666666666667,112,83.9285714285714,0,0,0
"1303","VC Drakes ",1995,2004,34,17,5,94,25,FALSE,7.83333333333333,174,54.0229885057471,0,0,2
"1304","SP Khakurel ",2018,2020,5,5,0,94,50,FALSE,18.8,186,50.5376344086022,0,1,1
"1305","GFJ Liebenberg ",1995,1998,4,4,0,94,39,FALSE,23.5,199,47.2361809045226,0,0,0
"1306","Mohammed Qasim ",2017,2017,5,5,0,94,41,FALSE,18.8,188,50,0,0,0
"1307","S Abid Ali ",1974,1975,5,3,0,93,70,FALSE,31,132,70.4545454545455,0,1,0
"1308","Kabir Ali ",2003,2006,14,9,3,93,39,TRUE,15.5,108,86.1111111111111,0,0,2
"1309","PVD Chameera ",2015,2019,23,14,7,93,19,TRUE,13.2857142857143,150,62,0,0,1
"1310","MR Gillespie ",2006,2009,32,14,8,93,28,FALSE,15.5,118,78.8135593220339,0,0,1
"1311","TS Kamunhukamwe ",2018,2020,6,6,0,93,51,FALSE,15.5,134,69.4029850746269,0,1,1
"1312","V Mehra ",1994,1996,6,6,1,92,43,FALSE,18.4,202,45.5445544554455,0,0,0
"1313","JA Richardson ",2018,2020,13,8,3,92,29,FALSE,18.4,104,88.4615384615385,0,0,0
"1314","BC Strang ",1995,2001,49,26,8,92,18,FALSE,5.11111111111111,220,41.8181818181818,0,0,5
"1315","SJ Harmison ",2002,2009,58,25,14,91,18,TRUE,8.27272727272727,141,64.5390070921986,0,0,3
"1316","JV Harris ",2003,2003,6,6,0,91,31,FALSE,15.1666666666667,204,44.6078431372549,0,0,0
"1317","SG Peall ",1992,1996,21,15,1,91,21,FALSE,6.5,150,60.6666666666667,0,0,4
"1318","DP Samaraweera ",1993,1994,5,4,0,91,49,FALSE,22.75,169,53.8461538461538,0,0,0
"1319","RT Lyons ",2006,2010,25,14,10,90,28,FALSE,22.5,147,61.2244897959184,0,0,0
"1320","GB Murgatroyd ",2003,2003,6,6,0,90,52,FALSE,15,145,62.0689655172414,0,1,2
"1321","A Nao ",2017,2019,13,11,9,90,46,FALSE,45,83,108.433734939759,0,0,0
"1322","A Ratra ",2002,2002,12,8,1,90,30,FALSE,12.8571428571429,127,70.8661417322835,0,0,0
"1323","Aamer Hanif ",1993,1995,5,4,2,89,36,TRUE,44.5,128,69.53125,0,0,0
"1324","Bilawal Bhatti ",2013,2015,10,7,1,89,39,FALSE,14.8333333333333,75,118.666666666667,0,0,1
"1325","JJ van der Wath ",2006,2007,10,8,2,89,37,TRUE,14.8333333333333,70,127.142857142857,0,0,3
"1326","V Aravind ",2019,2020,6,6,0,88,29,FALSE,14.6666666666667,100,88,0,0,0
"1327","VB Chandrasekhar ",1988,1990,7,7,0,88,53,FALSE,12.5714285714286,162,54.320987654321,0,1,0
"1328","Raees Ahmadzai ",2009,2010,5,4,1,88,39,FALSE,29.3333333333333,137,64.2335766423358,0,0,0
"1329","AJ Traicos ",1983,1993,27,17,9,88,19,FALSE,11,175,50.2857142857143,0,0,1
"1330","Anil Dalpat ",1984,1986,15,10,3,87,37,FALSE,12.4285714285714,136,63.9705882352941,0,0,1
"1331","H Hiri ",2016,2019,7,7,3,87,31,TRUE,21.75,137,63.5036496350365,0,0,1
"1332","K Jethi ",2008,2008,3,3,1,87,46,TRUE,43.5,79,110.126582278481,0,0,0
"1333","RM Ellison ",1984,1986,14,12,4,86,24,FALSE,10.75,110,78.1818181818182,0,0,0
"1334","BD Julien ",1973,1977,12,8,2,86,26,TRUE,14.3333333333333,148,58.1081081081081,0,0,1
"1335","EH Mattis ",1981,1981,2,2,0,86,62,FALSE,43,190,45.2631578947368,0,1,0
"1336","AD Mullally ",1996,2001,50,25,10,86,20,FALSE,5.73333333333333,238,36.1344537815126,0,0,6
"1337","RK Paudel ",2018,2020,5,5,0,86,55,FALSE,17.2,112,76.7857142857143,0,1,1
"1338","R Vinay Kumar ",2010,2013,31,13,4,86,27,TRUE,9.55555555555556,146,58.9041095890411,0,0,2
"1339","BV Vitori ",2011,2018,24,14,3,86,20,TRUE,7.81818181818182,90,95.5555555555556,0,0,5
"1340","W Watson ",1986,1994,61,24,13,86,21,FALSE,7.81818181818182,180,47.7777777777778,0,0,3
"1341","PB Dassanayake ",1993,1994,16,10,2,85,20,TRUE,10.625,142,59.8591549295775,0,0,0
"1342","PJC Hoffmann ",2006,2007,18,14,3,85,31,FALSE,7.72727272727273,69,123.188405797101,0,0,3
"1343","KAD Hurdle ",2006,2007,19,13,5,85,22,FALSE,10.625,101,84.1584158415842,0,0,2
"1344","SI Mahmood ",2004,2009,26,15,4,85,22,TRUE,7.72727272727273,101,84.1584158415842,0,0,3
"1345","KJ Barnett ",1988,1988,1,1,0,84,84,FALSE,84,146,57.5342465753425,0,1,0
"1346","IG Butler ",2002,2010,26,13,5,84,25,FALSE,10.5,154,54.5454545454545,0,0,2
"1347","SS Cottrell ",2015,2020,35,17,10,84,17,FALSE,12,112,75,0,0,1
"1348","SF Dukanwala ",1996,1996,5,4,2,84,40,TRUE,42,139,60.431654676259,0,0,0
"1349","VB John ",1982,1987,45,19,10,84,15,FALSE,9.33333333333333,152,55.2631578947368,0,0,3
"1350","GI Maiden ",2010,2011,7,6,2,84,31,FALSE,21,133,63.1578947368421,0,0,1
"1351","Saqib Ali ",2008,2014,5,5,1,84,25,TRUE,21,129,65.1162790697674,0,0,0
"1352","PP Shaw ",2020,2020,3,3,0,84,40,FALSE,28,82,102.439024390244,0,0,0
"1353","Younis Ahmed ",1987,1987,2,2,0,84,58,FALSE,42,151,55.6291390728477,0,1,0
"1354","OAC Banks ",2003,2005,5,5,0,83,33,FALSE,16.6,149,55.7046979865772,0,0,0
"1355","GH Bodi ",2007,2007,2,2,0,83,51,FALSE,41.5,132,62.8787878787879,0,1,0
"1356","AG Davies ",1999,1999,5,5,1,83,32,FALSE,20.75,154,53.8961038961039,0,0,1
"1357","LHD Dilhara ",2005,2013,9,9,0,83,29,FALSE,9.22222222222222,107,77.5700934579439,0,0,1
"1358","R Strydom ",2008,2008,9,6,0,83,37,FALSE,13.8333333333333,155,53.5483870967742,0,0,0
"1359","RGD Willis ",1973,1984,64,22,14,83,24,FALSE,10.375,157,52.8662420382166,0,0,4
"1360","RR David ",2008,2010,4,3,0,82,48,FALSE,27.3333333333333,170,48.2352941176471,0,0,0
"1361","C Hemraj ",2018,2018,6,6,0,82,32,FALSE,13.6666666666667,98,83.6734693877551,0,0,0
"1362","LJ Koen ",1997,2000,5,5,0,82,28,FALSE,16.4,169,48.5207100591716,0,0,1
"1363","DB Kotze ",2003,2003,6,6,1,82,27,FALSE,16.4,135,60.7407407407407,0,0,0
"1364","Nasir Aziz ",2014,2015,5,3,0,82,60,FALSE,27.3333333333333,125,65.6,0,1,0
"1365","RD Robinson ",1977,1977,2,2,0,82,70,FALSE,41,143,57.3426573426573,0,1,0
"1366","MC Henriques ",2009,2017,11,10,1,81,18,FALSE,9,119,68.0672268907563,0,0,0
"1367","Mahbubul Alam ",2009,2009,5,2,0,81,59,FALSE,40.5,71,114.084507042254,0,1,0
"1368","AM Phangiso ",2013,2016,21,13,2,81,20,FALSE,7.36363636363636,162,50,0,0,3
"1369","GA Rogers ",2006,2008,13,8,3,81,26,FALSE,16.2,169,47.9289940828402,0,0,1
"1370","Shahid Wasif ",2016,2018,10,7,0,81,45,FALSE,11.5714285714286,163,49.6932515337423,0,0,1
"1371","IS Sodhi ",2015,2020,33,14,3,81,24,FALSE,7.36363636363636,104,77.8846153846154,0,0,4
"1372","S Sriram ",2000,2004,8,7,1,81,57,FALSE,13.5,135,60,0,1,1
"1373","Syed Rasel ",2005,2010,52,27,11,81,15,FALSE,5.0625,185,43.7837837837838,0,0,5
"1374","JNT Vare ",2014,2018,9,9,1,81,28,FALSE,10.125,110,73.6363636363636,0,0,0
"1375","Jai P Yadav ",2002,2005,12,7,3,81,69,FALSE,20.25,123,65.8536585365854,0,1,2
"1376","Aftab Alam ",2010,2019,27,17,10,80,16,TRUE,11.4285714285714,107,74.7663551401869,0,0,3
"1377","G Goudie ",2008,2013,16,11,3,80,23,FALSE,10,99,80.8080808080808,0,0,2
"1378","TR Gripper ",2001,2003,8,8,0,80,26,FALSE,10,187,42.7807486631016,0,0,1
"1379","Hammad Azam ",2011,2015,11,7,2,80,36,FALSE,16,131,61.0687022900763,0,0,0
"1380","PWE Rawson ",1983,1987,10,8,3,80,24,TRUE,16,123,65.0406504065041,0,0,1
"1381","SK Sharma ",1988,1990,23,12,4,80,28,FALSE,10,135,59.2592592592593,0,0,2
"1382","TD Astle ",2017,2019,9,5,2,79,49,FALSE,26.3333333333333,77,102.597402597403,0,0,0
"1383","S Badrinath ",2008,2011,7,6,1,79,27,TRUE,15.8,172,45.9302325581395,0,0,0
"1384","SN Netravalkar ",2019,2020,13,11,6,79,19,TRUE,15.8,109,72.4770642201835,0,0,1
"1385","Shahadat Hossain ",2006,2013,51,27,17,79,16,TRUE,7.9,151,52.317880794702,0,0,3
"1386","MHN Walker ",1974,1981,17,11,3,79,20,FALSE,9.875,170,46.4705882352941,0,0,1
"1387","UT Yadav ",2010,2018,75,24,14,79,18,TRUE,7.9,134,58.955223880597,0,0,4
"1388","AC Dale ",1997,2000,30,12,8,78,15,TRUE,19.5,136,57.3529411764706,0,0,1
"1389","MF Kent ",1981,1981,5,5,1,78,33,FALSE,19.5,133,58.6466165413534,0,0,0
"1390","Kushal Malla ",2020,2020,3,2,0,78,50,FALSE,39,75,104,0,1,0
"1391","S Lamichhane ",2018,2020,10,8,2,78,28,FALSE,13,105,74.2857142857143,0,0,1
"1392","Mustafizur Rahman ",2015,2020,58,27,17,78,18,TRUE,7.8,136,57.3529411764706,0,0,4
"1393","MW Rushmere ",1992,1992,4,4,0,78,35,FALSE,19.5,174,44.8275862068966,0,0,0
"1394","Sami Aslam ",2015,2016,4,4,0,78,45,FALSE,19.5,117,66.6666666666667,0,0,0
"1395","MH Tissera ",1975,1975,3,3,0,78,52,FALSE,26,147,53.0612244897959,0,1,0
"1396","NM Lyon ",2012,2019,29,14,10,77,30,FALSE,19.25,83,92.7710843373494,0,0,1
"1397","SN Thakur ",2017,2020,11,6,2,77,22,TRUE,19.25,53,145.283018867925,0,0,1
